,rouge_distilbart,rouge_gpt2,rouge_t5
80,"[{'rouge-1': {'r': 0.5, 'p': 0.5434782608695652, 'f': 0.5208333283420139}, 'rouge-2': {'r': 0.30357142857142855, 'p': 0.34, 'f': 0.32075471199715205}, 'rouge-l': {'r': 0.5, 'p': 0.5434782608695652, 'f': 0.5208333283420139}}]","[{'rouge-1': {'r': 0.22641509433962265, 'p': 0.2608695652173913, 'f': 0.24242423744923997}, 'rouge-2': {'r': 0.03278688524590164, 'p': 0.04, 'f': 0.03603603108513988}, 'rouge-l': {'r': 0.16981132075471697, 'p': 0.1956521739130435, 'f': 0.1818181768431794}}]","[{'rouge-1': {'r': 0.22807017543859648, 'p': 0.2826086956521739, 'f': 0.2524271795230465}, 'rouge-2': {'r': 0.02857142857142857, 'p': 0.04, 'f': 0.03333332847222294}, 'rouge-l': {'r': 0.21052631578947367, 'p': 0.2608695652173913, 'f': 0.23300970379489122}}]"
81,"[{'rouge-1': {'r': 0.3333333333333333, 'p': 0.3, 'f': 0.31578946869806096}, 'rouge-2': {'r': 0.06896551724137931, 'p': 0.06896551724137931, 'f': 0.06896551224137967}, 'rouge-l': {'r': 0.25925925925925924, 'p': 0.23333333333333334, 'f': 0.24561403010156982}}]","[{'rouge-1': {'r': 0.13186813186813187, 'p': 0.4, 'f': 0.19834710370876313}, 'rouge-2': {'r': 0.044642857142857144, 'p': 0.1724137931034483, 'f': 0.07092198254816172}, 'rouge-l': {'r': 0.10989010989010989, 'p': 0.3333333333333333, 'f': 0.1652892524690937}}]","[{'rouge-1': {'r': 0.13333333333333333, 'p': 0.2, 'f': 0.15999999520000013}, 'rouge-2': {'r': 0.037037037037037035, 'p': 0.06896551724137931, 'f': 0.048192766537959494}, 'rouge-l': {'r': 0.13333333333333333, 'p': 0.2, 'f': 0.15999999520000013}}]"
82,"[{'rouge-1': {'r': 0.2692307692307692, 'p': 0.4375, 'f': 0.3333333286167801}, 'rouge-2': {'r': 0.13846153846153847, 'p': 0.2727272727272727, 'f': 0.18367346492086642}, 'rouge-l': {'r': 0.2692307692307692, 'p': 0.4375, 'f': 0.3333333286167801}}]","[{'rouge-1': {'r': 0.30434782608695654, 'p': 0.4375, 'f': 0.35897435413543727}, 'rouge-2': {'r': 0.1509433962264151, 'p': 0.24242424242424243, 'f': 0.18604650689832355}, 'rouge-l': {'r': 0.2826086956521739, 'p': 0.40625, 'f': 0.33333332849441166}}]","[{'rouge-1': {'r': 0.1935483870967742, 'p': 0.375, 'f': 0.25531914444545045}, 'rouge-2': {'r': 0.08974358974358974, 'p': 0.21212121212121213, 'f': 0.126126121947894}, 'rouge-l': {'r': 0.1935483870967742, 'p': 0.375, 'f': 0.25531914444545045}}]"
83,"[{'rouge-1': {'r': 0.3466666666666667, 'p': 0.3291139240506329, 'f': 0.337662332665711}, 'rouge-2': {'r': 0.14942528735632185, 'p': 0.13131313131313133, 'f': 0.139784941257371}, 'rouge-l': {'r': 0.29333333333333333, 'p': 0.27848101265822783, 'f': 0.285714280717659}}]","[{'rouge-1': {'r': 0.22666666666666666, 'p': 0.43037974683544306, 'f': 0.29694322692168346}, 'rouge-2': {'r': 0.06698564593301436, 'p': 0.1414141414141414, 'f': 0.09090908654684624}, 'rouge-l': {'r': 0.22, 'p': 0.4177215189873418, 'f': 0.288209602467535}}]","[{'rouge-1': {'r': 0.45098039215686275, 'p': 0.2911392405063291, 'f': 0.35384614907810663}, 'rouge-2': {'r': 0.203125, 'p': 0.13131313131313133, 'f': 0.1595091976845197}, 'rouge-l': {'r': 0.39215686274509803, 'p': 0.25316455696202533, 'f': 0.3076923029242604}}]"
84,"[{'rouge-1': {'r': 0.4772727272727273, 'p': 0.5, 'f': 0.48837208802596}, 'rouge-2': {'r': 0.3090909090909091, 'p': 0.3695652173913043, 'f': 0.33663365840603865}, 'rouge-l': {'r': 0.4772727272727273, 'p': 0.5, 'f': 0.48837208802596}}]","[{'rouge-1': {'r': 0.21978021978021978, 'p': 0.47619047619047616, 'f': 0.3007518753779185}, 'rouge-2': {'r': 0.09565217391304348, 'p': 0.2391304347826087, 'f': 0.13664595865128673}, 'rouge-l': {'r': 0.18681318681318682, 'p': 0.40476190476190477, 'f': 0.2556390934230313}}]","[{'rouge-1': {'r': 0.22950819672131148, 'p': 0.3333333333333333, 'f': 0.2718446553643134}, 'rouge-2': {'r': 0.10666666666666667, 'p': 0.17391304347826086, 'f': 0.132231400245885}, 'rouge-l': {'r': 0.19672131147540983, 'p': 0.2857142857142857, 'f': 0.2330097039080027}}]"
85,"[{'rouge-1': {'r': 0.2631578947368421, 'p': 0.30612244897959184, 'f': 0.2830188629530082}, 'rouge-2': {'r': 0.06451612903225806, 'p': 0.07692307692307693, 'f': 0.07017543363496495}, 'rouge-l': {'r': 0.22807017543859648, 'p': 0.2653061224489796, 'f': 0.2452830138964045}}]","[{'rouge-1': {'r': 0.13821138211382114, 'p': 0.3469387755102041, 'f': 0.1976744145301515}, 'rouge-2': {'r': 0.012048192771084338, 'p': 0.038461538461538464, 'f': 0.01834862022052088}, 'rouge-l': {'r': 0.13008130081300814, 'p': 0.32653061224489793, 'f': 0.18604650755340735}}]","[{'rouge-1': {'r': 0.17307692307692307, 'p': 0.1836734693877551, 'f': 0.17821781678658968}, 'rouge-2': {'r': 0.0136986301369863, 'p': 0.019230769230769232, 'f': 0.015999995141121475}, 'rouge-l': {'r': 0.15384615384615385, 'p': 0.16326530612244897, 'f': 0.15841583658856992}}]"
86,"[{'rouge-1': {'r': 0.3181818181818182, 'p': 0.3111111111111111, 'f': 0.314606736573665}, 'rouge-2': {'r': 0.12, 'p': 0.12244897959183673, 'f': 0.12121211621263157}, 'rouge-l': {'r': 0.3181818181818182, 'p': 0.3111111111111111, 'f': 0.314606736573665}}]","[{'rouge-1': {'r': 0.189873417721519, 'p': 0.3333333333333333, 'f': 0.2419354792468783}, 'rouge-2': {'r': 0.02912621359223301, 'p': 0.061224489795918366, 'f': 0.03947367984158636}, 'rouge-l': {'r': 0.189873417721519, 'p': 0.3333333333333333, 'f': 0.2419354792468783}}]","[{'rouge-1': {'r': 0.3, 'p': 0.4, 'f': 0.3428571379591837}, 'rouge-2': {'r': 0.10666666666666667, 'p': 0.16326530612244897, 'f': 0.12903225328433943}, 'rouge-l': {'r': 0.3, 'p': 0.4, 'f': 0.3428571379591837}}]"
87,"[{'rouge-1': {'r': 0.3709677419354839, 'p': 0.6764705882352942, 'f': 0.47916666209201403}, 'rouge-2': {'r': 0.16901408450704225, 'p': 0.3157894736842105, 'f': 0.22018348169682697}, 'rouge-l': {'r': 0.3387096774193548, 'p': 0.6176470588235294, 'f': 0.4374999954253473}}]","[{'rouge-1': {'r': 0.19852941176470587, 'p': 0.7941176470588235, 'f': 0.3176470556235294}, 'rouge-2': {'r': 0.06557377049180328, 'p': 0.3157894736842105, 'f': 0.10859728222026582}, 'rouge-l': {'r': 0.19117647058823528, 'p': 0.7647058823529411, 'f': 0.3058823497411765}}]","[{'rouge-1': {'r': 0.27419354838709675, 'p': 0.5, 'f': 0.3541666620920139}, 'rouge-2': {'r': 0.125, 'p': 0.23684210526315788, 'f': 0.16363635911404972}, 'rouge-l': {'r': 0.27419354838709675, 'p': 0.5, 'f': 0.3541666620920139}}]"
88,"[{'rouge-1': {'r': 0.25, 'p': 0.8181818181818182, 'f': 0.3829787198189226}, 'rouge-2': {'r': 0.15789473684210525, 'p': 0.6, 'f': 0.24999999670138892}, 'rouge-l': {'r': 0.25, 'p': 0.8181818181818182, 'f': 0.3829787198189226}}]","[{'rouge-1': {'r': 0.04285714285714286, 'p': 0.2727272727272727, 'f': 0.07407407172687097}, 'rouge-2': {'r': 0.011235955056179775, 'p': 0.1, 'f': 0.020202018385879157}, 'rouge-l': {'r': 0.04285714285714286, 'p': 0.2727272727272727, 'f': 0.07407407172687097}}]","[{'rouge-1': {'r': 0.125, 'p': 0.6363636363636364, 'f': 0.2089552211361105}, 'rouge-2': {'r': 0.07936507936507936, 'p': 0.5, 'f': 0.13698629900544196}, 'rouge-l': {'r': 0.125, 'p': 0.6363636363636364, 'f': 0.2089552211361105}}]"
89,"[{'rouge-1': {'r': 0.34375, 'p': 0.6666666666666666, 'f': 0.45360824293336177}, 'rouge-2': {'r': 0.15584415584415584, 'p': 0.3333333333333333, 'f': 0.21238937618920833}, 'rouge-l': {'r': 0.34375, 'p': 0.6666666666666666, 'f': 0.45360824293336177}}]","[{'rouge-1': {'r': 0.1487603305785124, 'p': 0.5454545454545454, 'f': 0.23376623039888686}, 'rouge-2': {'r': 0.034482758620689655, 'p': 0.1388888888888889, 'f': 0.05524861559781466}, 'rouge-l': {'r': 0.1487603305785124, 'p': 0.5454545454545454, 'f': 0.23376623039888686}}]","[{'rouge-1': {'r': 0.36666666666666664, 'p': 0.6666666666666666, 'f': 0.4731182749913285}, 'rouge-2': {'r': 0.17105263157894737, 'p': 0.3611111111111111, 'f': 0.23214285278061228}, 'rouge-l': {'r': 0.36666666666666664, 'p': 0.6666666666666666, 'f': 0.4731182749913285}}]"
90,"[{'rouge-1': {'r': 0.25, 'p': 0.26666666666666666, 'f': 0.2580645111342353}, 'rouge-2': {'r': 0.15625, 'p': 0.15151515151515152, 'f': 0.15384614884733747}, 'rouge-l': {'r': 0.25, 'p': 0.26666666666666666, 'f': 0.2580645111342353}}]","[{'rouge-1': {'r': 0.13131313131313133, 'p': 0.43333333333333335, 'f': 0.2015503840274023}, 'rouge-2': {'r': 0.00819672131147541, 'p': 0.030303030303030304, 'f': 0.012903222454943637}, 'rouge-l': {'r': 0.13131313131313133, 'p': 0.43333333333333335, 'f': 0.2015503840274023}}]","[{'rouge-1': {'r': 0.1509433962264151, 'p': 0.26666666666666666, 'f': 0.19277107972129492}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.09433962264150944, 'p': 0.16666666666666666, 'f': 0.12048192309478897}}]"
